Run,Tag,Group
SRR8290199,0,SRR8290199
SRR8290200,0,SRR8290200
SRR8290201,0,SRR8290201
SRR8290202,0,SRR8290202
SRR8290203,0,SRR8290203
SRR8290204,0,SRR8290204
SRR8290205,0,SRR8290205
SRR8290206,0,SRR8290206
SRR8290207,0,SRR8290207
SRR8290208,0,SRR8290208
SRR8290220,0,SRR8290220
SRR8290221,0,SRR8290221
SRR8290222,0,SRR8290222
SRR8290223,0,SRR8290223
SRR8290224,0,SRR8290224
SRR8290225,0,SRR8290225
SRR8290226,0,SRR8290226
SRR8290227,0,SRR8290227
SRR8290228,0,SRR8290228
SRR8290229,1,SRR8290229
SRR8290230,1,SRR8290230
SRR8290231,1,SRR8290231
SRR8290232,1,SRR8290232
SRR8290233,1,SRR8290233
SRR8290234,1,SRR8290234
SRR8290235,1,SRR8290235
SRR8290236,1,SRR8290236
SRR8290237,1,SRR8290237
SRR8290238,1,SRR8290238
SRR8290240,1,SRR8290240
SRR8290241,1,SRR8290241
SRR8290242,1,SRR8290242
SRR8290243,1,SRR8290243
SRR8290244,1,SRR8290244
SRR8290245,1,SRR8290245
SRR8290246,1,SRR8290246
SRR8290247,1,SRR8290247
SRR8290248,1,SRR8290248
SRR8290249,1,SRR8290249
SRR8290250,0,SRR8290250
SRR8290251,0,SRR8290251
SRR8290252,0,SRR8290252
SRR8290253,0,SRR8290253
SRR8290254,0,SRR8290254
SRR8290255,0,SRR8290255
SRR8290256,0,SRR8290256
SRR8290257,0,SRR8290257
SRR8290258,0,SRR8290258
SRR8290259,0,SRR8290259
SRR8290261,1,SRR8290261
SRR8290262,1,SRR8290262
SRR8290264,1,SRR8290264
SRR8290265,1,SRR8290265
SRR8290266,1,SRR8290266
SRR8290267,1,SRR8290267
SRR8290268,1,SRR8290268
SRR8290269,1,SRR8290269
SRR8290270,1,SRR8290270
SRR8290271,1,SRR8290271
SRR8290283,0,SRR8290283
SRR8290284,0,SRR8290284
SRR8290285,0,SRR8290285
SRR8290286,0,SRR8290286
SRR8290287,0,SRR8290287
SRR8290288,0,SRR8290288
SRR8290289,0,SRR8290289
SRR8290290,0,SRR8290290
SRR8290291,0,SRR8290291
SRR8290292,0,SRR8290292
SRR8290294,1,SRR8290294
SRR8290295,1,SRR8290295
SRR8290296,1,SRR8290296
SRR8290297,1,SRR8290297
SRR8290298,1,SRR8290298
SRR8290299,1,SRR8290299
SRR8290300,1,SRR8290300
SRR8290301,1,SRR8290301
SRR8290302,1,SRR8290302
SRR8290303,1,SRR8290303
SRR8290318,1,SRR8290318
SRR8290319,1,SRR8290319
SRR8290322,1,SRR8290322
SRR8290323,1,SRR8290323
SRR8290324,1,SRR8290324
SRR8290325,1,SRR8290325
SRR8290327,1,SRR8290327
SRR8290328,1,SRR8290328
SRR8290329,1,SRR8290329
SRR8290330,0,SRR8290330
SRR8290331,0,SRR8290331
SRR8290332,0,SRR8290332
SRR8290333,0,SRR8290333
SRR8290334,0,SRR8290334
SRR8290335,0,SRR8290335
SRR8290336,0,SRR8290336
SRR8290337,0,SRR8290337
SRR8290338,0,SRR8290338
SRR8290339,0,SRR8290339
SRR8290343,1,SRR8290343
SRR8290344,1,SRR8290344
SRR8290349,1,SRR8290349
SRR8290350,1,SRR8290350
SRR8290351,1,SRR8290351
SRR8290352,1,SRR8290352
SRR8290353,1,SRR8290353
SRR8290354,1,SRR8290354
SRR8290355,1,SRR8290355
SRR8290356,1,SRR8290356
SRR8290357,0,SRR8290357
SRR8290358,0,SRR8290358
SRR8290359,0,SRR8290359
SRR8290360,0,SRR8290360
SRR8290361,0,SRR8290361
SRR8290362,0,SRR8290362
SRR8290363,0,SRR8290363
SRR8290364,0,SRR8290364
SRR8290365,0,SRR8290365
SRR8290366,0,SRR8290366
SRR8290376,0,SRR8290376
