Run,Tag,Group
SRR10008582,0,SRR10008582
SRR10008583,0,SRR10008583
SRR10008584,0,SRR10008584
SRR10008585,0,SRR10008585
SRR10008586,0,SRR10008586
SRR10008587,0,SRR10008587
SRR10008588,0,SRR10008588
SRR10008589,0,SRR10008589
SRR10008590,0,SRR10008590
SRR10008591,0,SRR10008591
SRR10008592,1,SRR10008592
SRR10008593,1,SRR10008593
SRR10008594,0,SRR10008594
SRR10008595,0,SRR10008595
SRR10008596,1,SRR10008596
SRR10008597,1,SRR10008597
SRR10008598,1,SRR10008598
SRR10008599,1,SRR10008599
SRR10008600,1,SRR10008600
SRR10008601,1,SRR10008601
SRR10008602,1,SRR10008602
SRR10008603,1,SRR10008603
SRR10008604,1,SRR10008604
SRR10008605,1,SRR10008605
SRR10008606,1,SRR10008606
SRR10008607,1,SRR10008607
SRR10008608,1,SRR10008608
SRR10008609,1,SRR10008609
SRR10008610,0,SRR10008610
SRR10008611,0,SRR10008611
SRR10008612,1,SRR10008612
SRR10008613,1,SRR10008613
SRR10008614,1,SRR10008614
SRR10008615,0,SRR10008615
SRR10008616,1,SRR10008616
SRR10008617,1,SRR10008617
SRR10008618,1,SRR10008618
SRR10008619,1,SRR10008619
SRR10008620,1,SRR10008620
SRR10008621,1,SRR10008621
SRR10008622,1,SRR10008622
SRR10008623,1,SRR10008623
SRR10008624,0,SRR10008624
SRR10008625,0,SRR10008625
SRR10008626,0,SRR10008626
SRR10008627,1,SRR10008627
SRR10008628,1,SRR10008628
SRR10008629,1,SRR10008629
SRR10008630,1,SRR10008630
SRR10008631,1,SRR10008631
SRR10008632,1,SRR10008632
SRR10008633,1,SRR10008633
SRR10008634,1,SRR10008634
SRR10008635,1,SRR10008635
SRR10008636,1,SRR10008636
SRR10008637,1,SRR10008637
SRR10008638,1,SRR10008638
SRR10008639,1,SRR10008639
SRR10008640,1,SRR10008640
SRR10008641,1,SRR10008641
SRR10008642,1,SRR10008642
SRR10008643,1,SRR10008643
SRR10008644,1,SRR10008644
SRR10008645,0,SRR10008645
SRR10008646,0,SRR10008646
SRR10008647,0,SRR10008647
SRR10008648,0,SRR10008648
SRR10008649,0,SRR10008649
SRR10008650,0,SRR10008650
SRR10008651,1,SRR10008651
SRR10008652,0,SRR10008652
SRR10008653,1,SRR10008653
SRR10008654,1,SRR10008654
SRR10008655,1,SRR10008655
SRR10008656,0,SRR10008656
SRR10008657,0,SRR10008657
SRR10008658,0,SRR10008658
SRR10008659,0,SRR10008659
SRR10008660,0,SRR10008660
SRR10008661,0,SRR10008661
SRR10008662,0,SRR10008662
SRR10008663,0,SRR10008663
SRR10008664,0,SRR10008664
SRR10008665,0,SRR10008665
SRR10008666,1,SRR10008666
SRR10008667,1,SRR10008667
SRR10008668,1,SRR10008668
SRR10008669,0,SRR10008669
SRR10008670,0,SRR10008670
SRR10008671,0,SRR10008671
SRR10008672,0,SRR10008672
SRR10008673,0,SRR10008673
SRR10008674,0,SRR10008674
SRR10008675,0,SRR10008675
SRR10008676,0,SRR10008676
SRR10008677,1,SRR10008677
SRR10008678,1,SRR10008678
SRR10008679,0,SRR10008679
SRR10008680,0,SRR10008680
SRR10008681,1,SRR10008681
SRR10008682,1,SRR10008682
SRR10008683,1,SRR10008683
SRR10008684,1,SRR10008684
SRR10008685,1,SRR10008685
SRR10008686,1,SRR10008686
SRR10008687,1,SRR10008687
SRR10008688,1,SRR10008688
SRR10008689,1,SRR10008689
SRR10008690,1,SRR10008690
SRR10008691,1,SRR10008691
SRR10008692,1,SRR10008692
SRR10008693,0,SRR10008693
SRR10008694,0,SRR10008694
SRR10008695,0,SRR10008695
SRR10008696,0,SRR10008696
SRR10008697,0,SRR10008697
SRR10008698,0,SRR10008698
SRR10008699,0,SRR10008699
SRR10008700,0,SRR10008700
SRR10008701,0,SRR10008701
SRR10008702,0,SRR10008702
SRR10008703,1,SRR10008703
SRR10008704,0,SRR10008704
SRR10008705,0,SRR10008705
SRR10008706,0,SRR10008706
SRR10008707,0,SRR10008707
SRR10008708,0,SRR10008708
SRR10008709,0,SRR10008709
SRR10008710,0,SRR10008710
SRR10008711,0,SRR10008711
SRR10008712,0,SRR10008712
SRR10008713,0,SRR10008713
SRR10008714,1,SRR10008714
SRR10008715,1,SRR10008715
SRR10008716,1,SRR10008716
SRR10008717,1,SRR10008717
SRR10008718,1,SRR10008718
SRR10008719,1,SRR10008719
SRR10008720,1,SRR10008720
SRR10008721,0,SRR10008721
SRR10008722,0,SRR10008722
SRR10008723,1,SRR10008723
SRR10008724,1,SRR10008724
SRR10008725,1,SRR10008725
SRR10008726,1,SRR10008726
SRR10008727,1,SRR10008727
SRR10008728,1,SRR10008728
SRR10008729,1,SRR10008729
SRR10008730,1,SRR10008730
SRR10008731,1,SRR10008731
SRR10008732,1,SRR10008732
SRR10008733,1,SRR10008733
SRR10008734,1,SRR10008734
SRR10008735,1,SRR10008735
SRR10008736,1,SRR10008736
SRR10008737,1,SRR10008737
SRR10008738,1,SRR10008738
SRR10008739,1,SRR10008739
SRR10008740,1,SRR10008740
SRR10008741,1,SRR10008741
SRR10008742,1,SRR10008742
SRR10008743,0,SRR10008743
SRR10008744,0,SRR10008744
SRR10008745,0,SRR10008745
SRR10008746,0,SRR10008746
SRR10008747,0,SRR10008747
SRR10008748,0,SRR10008748
SRR10008749,0,SRR10008749
SRR10008750,0,SRR10008750
SRR10008751,0,SRR10008751
SRR10008752,0,SRR10008752
SRR10008753,0,SRR10008753
SRR10008754,0,SRR10008754
SRR10008755,0,SRR10008755
SRR10008756,0,SRR10008756
SRR10008757,0,SRR10008757
SRR10008758,0,SRR10008758
SRR10008759,0,SRR10008759
SRR10008760,0,SRR10008760
SRR10008761,0,SRR10008761
SRR10008762,0,SRR10008762
SRR10008763,1,SRR10008763
SRR10008764,1,SRR10008764
SRR10008765,1,SRR10008765
SRR10008766,1,SRR10008766
SRR10008767,1,SRR10008767
SRR10008768,1,SRR10008768
SRR10008769,0,SRR10008769
SRR10008770,0,SRR10008770
SRR10008771,0,SRR10008771
SRR10008772,0,SRR10008772
SRR10008773,0,SRR10008773
SRR10008774,0,SRR10008774
SRR10008775,0,SRR10008775
SRR10008776,0,SRR10008776
SRR10008777,0,SRR10008777
SRR10008778,0,SRR10008778
SRR10008779,0,SRR10008779
SRR10008780,0,SRR10008780
SRR10008781,0,SRR10008781
SRR10008782,0,SRR10008782
SRR10008783,0,SRR10008783
SRR10008784,0,SRR10008784
SRR10008785,0,SRR10008785
SRR10008786,0,SRR10008786
SRR10008787,1,SRR10008787
SRR10008788,1,SRR10008788
SRR10008789,1,SRR10008789
SRR10008790,1,SRR10008790
SRR10008791,1,SRR10008791
SRR10008792,1,SRR10008792
SRR10008793,1,SRR10008793
SRR10008794,1,SRR10008794
SRR10008795,1,SRR10008795
SRR10008796,0,SRR10008796
SRR10008797,0,SRR10008797
SRR10008798,0,SRR10008798
SRR10008799,0,SRR10008799
SRR10008800,0,SRR10008800
SRR10008801,0,SRR10008801
SRR10008802,0,SRR10008802
SRR10008803,0,SRR10008803
SRR10008804,0,SRR10008804
SRR10008805,1,SRR10008805
SRR10008806,0,SRR10008806
SRR10008807,0,SRR10008807
SRR10008808,1,SRR10008808
SRR10008809,0,SRR10008809
SRR10008810,0,SRR10008810
SRR10008811,0,SRR10008811
SRR10008812,0,SRR10008812
SRR10008813,1,SRR10008813
SRR10008814,1,SRR10008814
SRR10008815,1,SRR10008815
SRR10008816,1,SRR10008816
SRR10008817,1,SRR10008817
SRR10008818,1,SRR10008818
SRR10008819,0,SRR10008819
SRR10008820,0,SRR10008820
SRR10008821,0,SRR10008821
SRR10008822,0,SRR10008822
SRR10008823,0,SRR10008823
SRR10008824,0,SRR10008824
SRR10008825,0,SRR10008825
SRR10008826,0,SRR10008826
SRR10008827,0,SRR10008827
SRR10008828,0,SRR10008828
SRR10008829,1,SRR10008829
SRR10008830,0,SRR10008830
SRR10008831,0,SRR10008831
SRR10008832,0,SRR10008832
SRR10008833,0,SRR10008833
SRR10008834,0,SRR10008834
SRR10008835,0,SRR10008835
SRR10008836,0,SRR10008836
SRR10008837,1,SRR10008837
SRR10008838,1,SRR10008838
SRR10008839,1,SRR10008839
SRR10008840,1,SRR10008840
SRR10008841,1,SRR10008841
SRR10008842,1,SRR10008842
SRR10008843,1,SRR10008843
SRR10008844,1,SRR10008844
SRR10008845,1,SRR10008845
SRR10008846,1,SRR10008846
SRR10008847,1,SRR10008847
SRR10008848,1,SRR10008848
SRR10008849,1,SRR10008849
SRR10008850,1,SRR10008850
SRR10008851,1,SRR10008851
SRR10008852,1,SRR10008852
SRR10008853,1,SRR10008853
SRR10008854,1,SRR10008854
SRR10008855,1,SRR10008855
SRR10008856,1,SRR10008856
SRR10008857,1,SRR10008857
SRR10008858,0,SRR10008858
SRR10008859,0,SRR10008859
SRR10008860,0,SRR10008860
SRR10008861,1,SRR10008861
SRR10008862,1,SRR10008862
SRR10008863,1,SRR10008863
SRR10008864,1,SRR10008864
SRR10008865,1,SRR10008865
SRR10008866,1,SRR10008866
SRR10008867,1,SRR10008867
SRR10008868,1,SRR10008868
SRR10008869,1,SRR10008869
SRR10008870,1,SRR10008870
SRR10008871,1,SRR10008871
SRR10008872,1,SRR10008872
SRR10008873,1,SRR10008873
SRR10008874,1,SRR10008874
SRR10008875,0,SRR10008875
SRR10008876,0,SRR10008876
SRR10008877,0,SRR10008877
SRR10008878,0,SRR10008878
SRR10008879,0,SRR10008879
SRR10008880,0,SRR10008880
SRR10008881,0,SRR10008881
SRR10008882,0,SRR10008882
SRR10008883,1,SRR10008883
SRR10008884,1,SRR10008884
SRR10008885,1,SRR10008885
SRR10008886,1,SRR10008886
SRR10008887,1,SRR10008887
SRR10008888,1,SRR10008888
SRR10008889,1,SRR10008889
SRR10008890,1,SRR10008890
SRR10008891,1,SRR10008891
SRR10008892,1,SRR10008892
SRR10008893,1,SRR10008893
SRR10008894,1,SRR10008894
SRR10008895,1,SRR10008895
SRR10008896,1,SRR10008896
SRR10008897,0,SRR10008897
SRR10008898,1,SRR10008898
SRR10008899,1,SRR10008899
SRR10008900,1,SRR10008900
SRR10008901,0,SRR10008901
SRR10008902,1,SRR10008902
SRR10008903,1,SRR10008903
SRR10008904,1,SRR10008904
SRR10008905,1,SRR10008905
SRR10008906,1,SRR10008906
SRR10008907,1,SRR10008907
SRR10008908,1,SRR10008908
SRR10008909,0,SRR10008909
SRR10008910,0,SRR10008910
SRR10008911,1,SRR10008911
SRR10008912,0,SRR10008912
SRR10008913,0,SRR10008913
SRR10008914,0,SRR10008914
SRR10008915,0,SRR10008915
SRR10008916,0,SRR10008916
SRR10008917,0,SRR10008917
SRR10008918,0,SRR10008918
SRR10008919,0,SRR10008919
SRR10008920,1,SRR10008920
SRR10008921,1,SRR10008921
SRR10008922,1,SRR10008922
SRR10008923,1,SRR10008923
SRR10008924,1,SRR10008924
SRR10008925,1,SRR10008925
SRR10008926,1,SRR10008926
SRR10008927,1,SRR10008927
SRR10008928,0,SRR10008928
SRR10008929,1,SRR10008929
SRR10008930,1,SRR10008930
SRR10008931,1,SRR10008931
SRR10008932,0,SRR10008932
SRR10008933,0,SRR10008933
SRR10008934,0,SRR10008934
SRR10008935,0,SRR10008935
SRR10008936,0,SRR10008936
SRR10008937,0,SRR10008937
SRR10008938,0,SRR10008938
SRR10008939,0,SRR10008939
SRR10008940,0,SRR10008940
SRR10008941,0,SRR10008941
SRR10008942,1,SRR10008942
SRR10008943,1,SRR10008943
SRR10008944,1,SRR10008944
SRR10008945,1,SRR10008945
SRR10008946,0,SRR10008946
SRR10008947,0,SRR10008947
SRR10008948,0,SRR10008948
SRR10008949,0,SRR10008949
SRR10008950,1,SRR10008950
SRR10008951,1,SRR10008951
SRR10008952,1,SRR10008952
SRR10008953,1,SRR10008953
SRR10008954,0,SRR10008954
SRR10008955,0,SRR10008955
SRR10008956,1,SRR10008956
SRR10008957,1,SRR10008957
SRR10008958,1,SRR10008958
SRR10008959,0,SRR10008959
SRR10008960,1,SRR10008960
SRR10008961,1,SRR10008961
