Run,Tag,Group
SRR7124571,1,SRR7124571
SRR7124572,0,SRR7124572
SRR7124573,1,SRR7124573
SRR7124574,1,SRR7124574
SRR7124575,1,SRR7124575
SRR7124576,1,SRR7124576
SRR7124577,1,SRR7124577
SRR7124578,1,SRR7124578
SRR7124579,1,SRR7124579
SRR7124580,1,SRR7124580
SRR7124581,1,SRR7124581
SRR7124582,0,SRR7124582
SRR7124583,0,SRR7124583
SRR7124584,0,SRR7124584
SRR7124585,0,SRR7124585
SRR7124586,0,SRR7124586
SRR7124587,0,SRR7124587
SRR7124588,1,SRR7124588
SRR7124589,1,SRR7124589
SRR7124590,0,SRR7124590
SRR7124591,0,SRR7124591
SRR7124592,1,SRR7124592
SRR7124593,1,SRR7124593
SRR7124594,1,SRR7124594
SRR7124595,1,SRR7124595
SRR7124596,1,SRR7124596
SRR7124597,1,SRR7124597
SRR7124598,1,SRR7124598
SRR7124599,1,SRR7124599
SRR7124600,1,SRR7124600
SRR7124601,0,SRR7124601
SRR7124602,0,SRR7124602
SRR7124603,1,SRR7124603
SRR7124604,1,SRR7124604
SRR7124605,0,SRR7124605
SRR7124606,0,SRR7124606
SRR7124607,0,SRR7124607
SRR7124608,0,SRR7124608
SRR7124609,1,SRR7124609
SRR7124610,1,SRR7124610
SRR7124611,1,SRR7124611
SRR7124612,1,SRR7124612
SRR7124613,1,SRR7124613
SRR7124614,1,SRR7124614
SRR7124615,1,SRR7124615
SRR7124616,1,SRR7124616
SRR7124617,1,SRR7124617
SRR7124618,1,SRR7124618
SRR7124619,1,SRR7124619
SRR7124620,1,SRR7124620
SRR7124621,1,SRR7124621
SRR7124622,1,SRR7124622
SRR7124623,1,SRR7124623
SRR7124624,1,SRR7124624
SRR7124625,1,SRR7124625
SRR7124626,1,SRR7124626
SRR7124627,1,SRR7124627
SRR7124628,1,SRR7124628
SRR7124629,1,SRR7124629
SRR7124630,1,SRR7124630
SRR7124631,1,SRR7124631
SRR7124632,1,SRR7124632
SRR7124633,1,SRR7124633
SRR7124634,1,SRR7124634
SRR7124635,1,SRR7124635
SRR7124636,0,SRR7124636
SRR7124637,1,SRR7124637
SRR7124638,1,SRR7124638
SRR7124639,1,SRR7124639
SRR7124640,1,SRR7124640
SRR7124641,1,SRR7124641
SRR7124642,1,SRR7124642
SRR7124643,1,SRR7124643
SRR7124644,1,SRR7124644
SRR7124645,1,SRR7124645
SRR7124646,1,SRR7124646
SRR7124647,0,SRR7124647
SRR7124648,1,SRR7124648
SRR7124649,1,SRR7124649
SRR7124650,1,SRR7124650
SRR7124651,1,SRR7124651
SRR7124652,1,SRR7124652
SRR7124653,1,SRR7124653
SRR7124654,1,SRR7124654
SRR7124655,1,SRR7124655
SRR7124656,1,SRR7124656
SRR7124657,1,SRR7124657
SRR7124658,1,SRR7124658
SRR7124659,1,SRR7124659
SRR7124660,1,SRR7124660
SRR7124661,1,SRR7124661
SRR7124662,1,SRR7124662
SRR7124663,1,SRR7124663
SRR7124664,1,SRR7124664
SRR7124665,1,SRR7124665
SRR7124666,1,SRR7124666
SRR7124667,1,SRR7124667
SRR7124668,1,SRR7124668
SRR7124669,1,SRR7124669
SRR7124670,1,SRR7124670
SRR7124671,1,SRR7124671
SRR7124672,1,SRR7124672
SRR7124673,1,SRR7124673
SRR7124674,0,SRR7124674
SRR7124675,1,SRR7124675
SRR7124676,0,SRR7124676
SRR7124677,1,SRR7124677
SRR7124678,0,SRR7124678
SRR7124679,0,SRR7124679
SRR7124680,0,SRR7124680
SRR7124681,1,SRR7124681
SRR7124682,1,SRR7124682
SRR7124683,1,SRR7124683
SRR7124684,1,SRR7124684
SRR7124685,1,SRR7124685
SRR7124686,1,SRR7124686
SRR7124687,1,SRR7124687
SRR7124688,1,SRR7124688
SRR7124689,1,SRR7124689
SRR7124690,1,SRR7124690
SRR7124691,1,SRR7124691
SRR7124692,1,SRR7124692
SRR7124693,0,SRR7124693
SRR7124694,1,SRR7124694
SRR7124695,0,SRR7124695
SRR7124696,0,SRR7124696
SRR7124697,0,SRR7124697
SRR7124698,0,SRR7124698
SRR7124699,0,SRR7124699
SRR7124700,0,SRR7124700
SRR7124701,0,SRR7124701
SRR7124702,0,SRR7124702
SRR7124703,0,SRR7124703
SRR7124704,1,SRR7124704
SRR7124705,1,SRR7124705
SRR7124706,0,SRR7124706
SRR7124707,1,SRR7124707
SRR7124708,1,SRR7124708
SRR7124709,1,SRR7124709
SRR7124710,1,SRR7124710
SRR7124711,1,SRR7124711
SRR7124712,1,SRR7124712
SRR7124713,1,SRR7124713
SRR7124714,1,SRR7124714
SRR7124715,1,SRR7124715
SRR7124716,1,SRR7124716
SRR7124717,0,SRR7124717
SRR7124718,0,SRR7124718
SRR7124719,1,SRR7124719
SRR7124720,0,SRR7124720
SRR7124721,0,SRR7124721
SRR7124722,0,SRR7124722
SRR7124723,0,SRR7124723
SRR7124724,0,SRR7124724
SRR7124725,0,SRR7124725
SRR7124726,0,SRR7124726
SRR7124727,0,SRR7124727
SRR7124728,1,SRR7124728
SRR7124729,1,SRR7124729
SRR7124730,1,SRR7124730
SRR7124731,1,SRR7124731
SRR7124732,1,SRR7124732
SRR7124733,1,SRR7124733
SRR7124734,1,SRR7124734
SRR7124735,1,SRR7124735
SRR7124736,1,SRR7124736
SRR7124737,1,SRR7124737
SRR7124738,1,SRR7124738
SRR7124739,1,SRR7124739
SRR7124740,1,SRR7124740
SRR7124741,1,SRR7124741
SRR7124742,1,SRR7124742
SRR7124743,1,SRR7124743
SRR7124744,1,SRR7124744
SRR7124745,1,SRR7124745
SRR7124746,1,SRR7124746
SRR7124747,1,SRR7124747
SRR7124748,1,SRR7124748
SRR7124749,1,SRR7124749
SRR7124750,1,SRR7124750
SRR7124751,1,SRR7124751
SRR7124752,1,SRR7124752
SRR7124753,1,SRR7124753
SRR7124754,1,SRR7124754
SRR7124755,1,SRR7124755
SRR7124756,1,SRR7124756
SRR7124757,0,SRR7124757
SRR7124758,0,SRR7124758
SRR7124759,1,SRR7124759
SRR7124760,0,SRR7124760
SRR7124761,0,SRR7124761
SRR7124762,0,SRR7124762
SRR7124763,0,SRR7124763
SRR7124764,0,SRR7124764
SRR7124765,0,SRR7124765
SRR7124766,0,SRR7124766
SRR7124767,0,SRR7124767
SRR7124768,0,SRR7124768
SRR7124769,0,SRR7124769
SRR7124770,0,SRR7124770
SRR7124771,1,SRR7124771
SRR7124772,0,SRR7124772
SRR7124773,1,SRR7124773
SRR7124774,1,SRR7124774
SRR7124775,1,SRR7124775
SRR7124776,1,SRR7124776
SRR7124777,1,SRR7124777
SRR7124778,1,SRR7124778
SRR7124779,1,SRR7124779
SRR7124780,1,SRR7124780
SRR7124781,1,SRR7124781
SRR7124782,1,SRR7124782
SRR7124783,1,SRR7124783
SRR7124784,1,SRR7124784
SRR7124785,1,SRR7124785
SRR7124786,1,SRR7124786
SRR7124787,1,SRR7124787
SRR7124788,1,SRR7124788
SRR7124789,0,SRR7124789
SRR7124790,1,SRR7124790
SRR7124791,1,SRR7124791
SRR7124792,1,SRR7124792
SRR7124793,1,SRR7124793
SRR7124794,1,SRR7124794
SRR7124795,1,SRR7124795
SRR7124796,1,SRR7124796
SRR7124797,1,SRR7124797
SRR7124798,1,SRR7124798
SRR7124799,1,SRR7124799
SRR7124800,1,SRR7124800
SRR7124801,1,SRR7124801
SRR7124802,1,SRR7124802
SRR7124803,1,SRR7124803
SRR7124804,1,SRR7124804
SRR7124805,1,SRR7124805
SRR7124806,0,SRR7124806
SRR7124807,0,SRR7124807
SRR7124808,0,SRR7124808
SRR7124809,1,SRR7124809
SRR7124810,1,SRR7124810
SRR7124811,1,SRR7124811
SRR7124812,0,SRR7124812
SRR7124813,1,SRR7124813
SRR7124814,0,SRR7124814
SRR7124815,1,SRR7124815
SRR7124816,1,SRR7124816
SRR7124817,1,SRR7124817
SRR7124818,1,SRR7124818
SRR7124819,1,SRR7124819
SRR7124820,1,SRR7124820
SRR7124821,1,SRR7124821
SRR7124822,1,SRR7124822
SRR7124823,1,SRR7124823
SRR7124824,1,SRR7124824
SRR7124825,1,SRR7124825
SRR7124826,1,SRR7124826
SRR7124827,0,SRR7124827
SRR7124828,1,SRR7124828
SRR7124829,1,SRR7124829
SRR7124830,1,SRR7124830
SRR7124831,0,SRR7124831
SRR7124832,1,SRR7124832
SRR7124833,1,SRR7124833
SRR7124834,1,SRR7124834
SRR7124835,1,SRR7124835
SRR7124836,1,SRR7124836
SRR7124837,1,SRR7124837
SRR7124838,1,SRR7124838
SRR7124839,1,SRR7124839
SRR7124840,1,SRR7124840
SRR7124841,0,SRR7124841
SRR7124842,1,SRR7124842
SRR7124843,1,SRR7124843
SRR7124844,1,SRR7124844
SRR7124845,0,SRR7124845
SRR7124846,1,SRR7124846
SRR7124847,1,SRR7124847
SRR7124848,1,SRR7124848
SRR7124849,0,SRR7124849
SRR7124850,1,SRR7124850
SRR7124851,1,SRR7124851
SRR7124852,1,SRR7124852
SRR7124853,1,SRR7124853
SRR7124854,1,SRR7124854
SRR7124855,1,SRR7124855
SRR7124856,1,SRR7124856
SRR7124857,1,SRR7124857
SRR7124858,1,SRR7124858
SRR7124859,1,SRR7124859
SRR7124860,0,SRR7124860
SRR7124861,1,SRR7124861
SRR7124862,1,SRR7124862
