Run,Tag,Group
SRR16805087,1,SRR16805087
SRR16805088,1,SRR16805088
SRR16805089,1,SRR16805089
SRR16805090,1,SRR16805090
SRR16805091,1,SRR16805091
SRR16805092,1,SRR16805092
SRR16805093,1,SRR16805093
SRR16805094,1,SRR16805094
SRR16805095,1,SRR16805095
SRR16805096,1,SRR16805096
SRR16805097,1,SRR16805097
SRR16805098,1,SRR16805098
SRR16805099,1,SRR16805099
SRR16805100,1,SRR16805100
SRR16805101,1,SRR16805101
SRR16805102,1,SRR16805102
SRR16805103,1,SRR16805103
SRR16805104,0,SRR16805104
SRR16805105,1,SRR16805105
SRR16805106,0,SRR16805106
SRR16805107,0,SRR16805107
SRR16805108,0,SRR16805108
SRR16805109,0,SRR16805109
SRR16805110,0,SRR16805110
SRR16805111,0,SRR16805111
SRR16805112,0,SRR16805112
SRR16805113,0,SRR16805113
SRR16805114,0,SRR16805114
SRR16805115,0,SRR16805115
SRR16805116,1,SRR16805116
SRR16805117,0,SRR16805117
SRR16805118,0,SRR16805118
SRR16805119,0,SRR16805119
SRR16805120,0,SRR16805120
SRR16805121,0,SRR16805121
SRR16805122,0,SRR16805122
SRR16805123,1,SRR16805123
SRR16805124,0,SRR16805124
SRR16805125,0,SRR16805125
SRR16805126,0,SRR16805126
SRR16805127,0,SRR16805127
SRR16805128,0,SRR16805128
SRR16805129,0,SRR16805129
SRR16805130,0,SRR16805130
SRR16805131,0,SRR16805131
SRR16805132,0,SRR16805132
SRR16805133,0,SRR16805133
SRR16805134,0,SRR16805134
SRR16805135,1,SRR16805135
SRR16805136,0,SRR16805136
SRR16805137,0,SRR16805137
SRR16805138,0,SRR16805138
SRR16805139,0,SRR16805139
SRR16805140,0,SRR16805140
SRR16805141,0,SRR16805141
SRR16805142,0,SRR16805142
SRR16805143,0,SRR16805143
SRR16805144,0,SRR16805144
SRR16805145,1,SRR16805145
SRR16805146,1,SRR16805146
SRR16805147,1,SRR16805147
SRR16805148,1,SRR16805148
SRR16805149,1,SRR16805149
SRR16805150,1,SRR16805150
SRR16805151,1,SRR16805151
SRR16805152,1,SRR16805152
SRR16805153,1,SRR16805153
SRR16805154,1,SRR16805154
SRR16805155,1,SRR16805155
SRR16805156,1,SRR16805156
SRR16805157,1,SRR16805157
SRR16805158,1,SRR16805158
SRR16805159,1,SRR16805159
SRR16805160,1,SRR16805160
SRR16805161,1,SRR16805161
SRR16805162,1,SRR16805162
SRR16805163,1,SRR16805163
SRR16805164,1,SRR16805164
SRR16805165,1,SRR16805165
SRR16805166,1,SRR16805166
SRR16805167,1,SRR16805167
SRR16805168,1,SRR16805168
SRR16805169,1,SRR16805169
SRR16805170,1,SRR16805170
SRR16805171,1,SRR16805171
SRR16805172,1,SRR16805172
SRR16805173,1,SRR16805173
SRR16805174,1,SRR16805174
SRR16805175,1,SRR16805175
SRR16805176,1,SRR16805176
SRR16805177,1,SRR16805177
SRR16805178,1,SRR16805178
SRR16805179,1,SRR16805179
SRR16805180,1,SRR16805180
SRR16805181,1,SRR16805181
SRR16805182,1,SRR16805182
SRR16805183,1,SRR16805183
SRR16805184,1,SRR16805184
SRR16805185,1,SRR16805185
SRR16805186,1,SRR16805186
SRR16805187,1,SRR16805187
SRR16805188,1,SRR16805188
SRR16805189,1,SRR16805189
SRR16805190,1,SRR16805190
SRR16805191,1,SRR16805191
SRR16805192,1,SRR16805192
SRR16805193,1,SRR16805193
SRR16805194,1,SRR16805194
SRR16805195,1,SRR16805195
SRR16805196,1,SRR16805196
SRR16805197,1,SRR16805197
SRR16805198,1,SRR16805198
SRR16805199,1,SRR16805199
SRR16805200,0,SRR16805200
SRR16805201,0,SRR16805201
SRR16805202,0,SRR16805202
SRR16805203,0,SRR16805203
SRR16805204,0,SRR16805204
SRR16805205,0,SRR16805205
SRR16805206,0,SRR16805206
SRR16805207,0,SRR16805207
SRR16805208,0,SRR16805208
SRR16805209,0,SRR16805209
SRR16805210,1,SRR16805210
SRR16805211,0,SRR16805211
SRR16805212,0,SRR16805212
SRR16805213,0,SRR16805213
SRR16805214,0,SRR16805214
SRR16805215,0,SRR16805215
SRR16805216,0,SRR16805216
SRR16805217,0,SRR16805217
SRR16805218,0,SRR16805218
SRR16805219,0,SRR16805219
SRR16805220,0,SRR16805220
SRR16805221,1,SRR16805221
SRR16805222,0,SRR16805222
SRR16805223,0,SRR16805223
SRR16805224,0,SRR16805224
SRR16805225,0,SRR16805225
SRR16805226,0,SRR16805226
SRR16805227,0,SRR16805227
SRR16805228,0,SRR16805228
SRR16805229,0,SRR16805229
SRR16805230,0,SRR16805230
SRR16805231,0,SRR16805231
SRR16805232,1,SRR16805232
SRR16805233,0,SRR16805233
SRR16805234,0,SRR16805234
SRR16805235,0,SRR16805235
SRR16805236,0,SRR16805236
SRR16805237,0,SRR16805237
SRR16805238,1,SRR16805238
SRR16805239,1,SRR16805239
SRR16805240,1,SRR16805240
SRR16805241,1,SRR16805241
SRR16805242,1,SRR16805242
SRR16805243,1,SRR16805243
SRR16805244,1,SRR16805244
SRR16805245,1,SRR16805245
SRR16805246,1,SRR16805246
SRR16805247,1,SRR16805247
SRR16805248,1,SRR16805248
SRR16805249,1,SRR16805249
SRR16805250,1,SRR16805250
SRR16805251,1,SRR16805251
SRR16805252,1,SRR16805252
SRR16805253,1,SRR16805253
SRR16805254,1,SRR16805254
SRR16805255,1,SRR16805255
SRR16805256,1,SRR16805256
SRR16805257,1,SRR16805257
SRR16805258,1,SRR16805258
SRR16805259,1,SRR16805259
SRR16805260,1,SRR16805260
SRR16805261,1,SRR16805261
SRR16805262,1,SRR16805262
SRR16805263,1,SRR16805263
SRR16805264,1,SRR16805264
SRR16805265,1,SRR16805265
SRR16805266,1,SRR16805266
SRR16805267,1,SRR16805267
SRR16805268,1,SRR16805268
SRR16805269,1,SRR16805269
SRR16805270,1,SRR16805270
SRR16805271,1,SRR16805271
SRR16805272,1,SRR16805272
SRR16805273,1,SRR16805273
SRR16805274,0,SRR16805274
SRR16805275,0,SRR16805275
SRR16805276,0,SRR16805276
SRR16805277,1,SRR16805277
SRR16805278,0,SRR16805278
SRR16805279,0,SRR16805279
SRR16805280,0,SRR16805280
SRR16805281,0,SRR16805281
SRR16805282,0,SRR16805282
SRR16805283,0,SRR16805283
SRR16805284,0,SRR16805284
SRR16805285,0,SRR16805285
SRR16805286,0,SRR16805286
SRR16805287,0,SRR16805287
SRR16805288,1,SRR16805288
SRR16805289,0,SRR16805289
SRR16805290,0,SRR16805290
SRR16805291,0,SRR16805291
SRR16805292,0,SRR16805292
SRR16805293,0,SRR16805293
SRR16805294,0,SRR16805294
SRR16805295,0,SRR16805295
SRR16805296,0,SRR16805296
SRR16805297,0,SRR16805297
SRR16805298,0,SRR16805298
SRR16805299,1,SRR16805299
SRR16805300,0,SRR16805300
SRR16805301,0,SRR16805301
SRR16805302,0,SRR16805302
SRR16805303,0,SRR16805303
SRR16805304,0,SRR16805304
SRR16805305,0,SRR16805305
SRR16805306,0,SRR16805306
SRR16805307,0,SRR16805307
SRR16805308,0,SRR16805308
SRR16805309,0,SRR16805309
SRR16805310,1,SRR16805310
SRR16805311,1,SRR16805311
SRR16805312,1,SRR16805312
SRR16805313,1,SRR16805313
SRR16805314,1,SRR16805314
SRR16805315,1,SRR16805315
SRR16805316,1,SRR16805316
SRR16805317,1,SRR16805317
SRR16805318,1,SRR16805318
SRR16805319,1,SRR16805319
SRR16805320,1,SRR16805320
SRR16805321,1,SRR16805321
SRR16805322,1,SRR16805322
SRR16805323,1,SRR16805323
SRR16805324,1,SRR16805324
SRR16805325,1,SRR16805325
SRR16805326,1,SRR16805326
SRR16805327,1,SRR16805327
SRR16805328,1,SRR16805328
SRR16805329,1,SRR16805329
SRR16805330,1,SRR16805330
SRR16805331,1,SRR16805331
SRR16805332,1,SRR16805332
SRR16805333,1,SRR16805333
SRR16805334,1,SRR16805334
SRR16805335,1,SRR16805335
SRR16805336,1,SRR16805336
SRR16805337,1,SRR16805337
SRR16805338,1,SRR16805338
SRR16805339,1,SRR16805339
SRR16805340,1,SRR16805340
SRR16805341,1,SRR16805341
SRR16805342,1,SRR16805342
SRR16805343,1,SRR16805343
SRR16805344,1,SRR16805344
SRR16805345,1,SRR16805345
SRR16805346,1,SRR16805346
SRR16805347,1,SRR16805347
SRR16805348,1,SRR16805348
SRR16805349,1,SRR16805349
SRR16805350,1,SRR16805350
SRR16805351,1,SRR16805351
SRR16805352,1,SRR16805352
SRR16805353,0,SRR16805353
SRR16805354,0,SRR16805354
SRR16805355,0,SRR16805355
SRR16805356,0,SRR16805356
SRR16805357,0,SRR16805357
SRR16805358,1,SRR16805358
SRR16805359,0,SRR16805359
SRR16805360,0,SRR16805360
SRR16805361,0,SRR16805361
SRR16805362,0,SRR16805362
SRR16805363,0,SRR16805363
SRR16805364,0,SRR16805364
SRR16805365,0,SRR16805365
SRR16805366,0,SRR16805366
SRR16805367,0,SRR16805367
SRR16805368,0,SRR16805368
SRR16805369,1,SRR16805369
SRR16805370,0,SRR16805370
SRR16805371,0,SRR16805371
SRR16805372,0,SRR16805372
SRR16805373,0,SRR16805373
SRR16805374,0,SRR16805374
SRR16805375,0,SRR16805375
SRR16805376,0,SRR16805376
SRR16805377,0,SRR16805377
SRR16805378,0,SRR16805378
SRR16805379,0,SRR16805379
SRR16805380,1,SRR16805380
SRR16805381,0,SRR16805381
SRR16805382,0,SRR16805382
SRR16805383,0,SRR16805383
SRR16805384,0,SRR16805384
SRR16805385,0,SRR16805385
SRR16805386,0,SRR16805386
SRR16805387,0,SRR16805387
SRR16805388,0,SRR16805388
SRR16805389,0,SRR16805389
SRR16805390,0,SRR16805390
SRR16805391,1,SRR16805391
SRR16805392,1,SRR16805392
SRR16805393,1,SRR16805393
SRR16805394,1,SRR16805394
SRR16805395,1,SRR16805395
SRR16805396,1,SRR16805396
SRR16805397,1,SRR16805397
SRR16805398,1,SRR16805398
SRR16805399,1,SRR16805399
SRR16805400,1,SRR16805400
SRR16805401,1,SRR16805401
SRR16805402,1,SRR16805402
SRR16805403,1,SRR16805403
SRR16805404,1,SRR16805404
SRR16805405,1,SRR16805405
SRR16805406,1,SRR16805406
SRR16805407,1,SRR16805407
SRR16805408,1,SRR16805408
SRR16805409,1,SRR16805409
SRR16805410,1,SRR16805410
SRR16805411,1,SRR16805411
SRR16805412,1,SRR16805412
SRR16805413,1,SRR16805413
SRR16805414,1,SRR16805414
SRR16805415,1,SRR16805415
SRR16805416,1,SRR16805416
SRR16805417,1,SRR16805417
SRR16805418,1,SRR16805418
SRR16805419,1,SRR16805419
SRR16805420,1,SRR16805420
SRR16805421,1,SRR16805421
SRR16805422,1,SRR16805422
SRR16805423,1,SRR16805423
SRR16805424,1,SRR16805424
SRR16805425,1,SRR16805425
SRR16805426,1,SRR16805426
SRR16805427,1,SRR16805427
SRR16805428,1,SRR16805428
SRR16805429,1,SRR16805429
SRR16805430,1,SRR16805430
SRR16805431,1,SRR16805431
SRR16805432,1,SRR16805432
SRR16805433,1,SRR16805433
SRR16805434,1,SRR16805434
SRR16805435,1,SRR16805435
SRR16805436,1,SRR16805436
SRR16805437,1,SRR16805437
SRR16805438,1,SRR16805438
SRR16805439,1,SRR16805439
SRR16805440,1,SRR16805440
SRR16805441,1,SRR16805441
SRR16805442,1,SRR16805442
SRR16805443,1,SRR16805443
SRR16805444,1,SRR16805444
SRR16805445,1,SRR16805445
SRR16805446,1,SRR16805446
SRR16805447,1,SRR16805447
SRR16805448,1,SRR16805448
SRR16805449,1,SRR16805449
SRR16805450,1,SRR16805450
SRR16805451,1,SRR16805451
SRR16805452,1,SRR16805452
SRR16805453,1,SRR16805453
SRR16805454,1,SRR16805454
SRR16805455,1,SRR16805455
SRR16805456,1,SRR16805456
SRR16805457,1,SRR16805457
SRR16805458,1,SRR16805458
SRR16805459,1,SRR16805459
SRR16805460,1,SRR16805460
SRR16805461,1,SRR16805461
SRR16805462,1,SRR16805462
SRR16805463,1,SRR16805463
SRR16805464,1,SRR16805464
SRR16805465,1,SRR16805465
SRR16805466,1,SRR16805466
SRR16805467,1,SRR16805467
SRR16805468,1,SRR16805468
SRR16805469,1,SRR16805469
SRR16805470,1,SRR16805470
SRR16805471,1,SRR16805471
SRR16805472,1,SRR16805472
SRR16805473,1,SRR16805473
SRR16805474,1,SRR16805474
SRR16805475,1,SRR16805475
SRR16805476,1,SRR16805476
SRR16805477,1,SRR16805477
SRR16805478,1,SRR16805478
SRR16805479,1,SRR16805479
SRR16805480,1,SRR16805480
SRR16805481,1,SRR16805481
SRR16805482,1,SRR16805482
SRR16805483,1,SRR16805483
SRR16805484,1,SRR16805484
SRR16805485,1,SRR16805485
SRR16805486,1,SRR16805486
SRR16805487,1,SRR16805487
SRR16805488,1,SRR16805488
SRR16805489,1,SRR16805489
SRR16805490,1,SRR16805490
SRR16805491,1,SRR16805491
SRR16805492,1,SRR16805492
SRR16805493,1,SRR16805493
SRR16805494,1,SRR16805494
SRR16805495,1,SRR16805495
SRR16805496,1,SRR16805496
SRR16805497,1,SRR16805497
SRR16805498,1,SRR16805498
SRR16805499,1,SRR16805499
SRR16805500,1,SRR16805500
SRR16805501,1,SRR16805501
SRR16805502,1,SRR16805502
SRR16805503,1,SRR16805503
SRR16805504,1,SRR16805504
SRR16805505,1,SRR16805505
SRR16805506,1,SRR16805506
SRR16805507,1,SRR16805507
SRR16805508,1,SRR16805508
SRR16805509,1,SRR16805509
SRR16805510,1,SRR16805510
SRR16805511,1,SRR16805511
SRR16805512,1,SRR16805512
SRR16805513,1,SRR16805513
SRR16805514,1,SRR16805514
SRR16805515,1,SRR16805515
SRR16805516,1,SRR16805516
SRR16805517,1,SRR16805517
SRR16805518,1,SRR16805518
SRR16805519,1,SRR16805519
SRR16805520,1,SRR16805520
SRR16805521,1,SRR16805521
SRR16805522,1,SRR16805522
SRR16805523,1,SRR16805523
SRR16805524,1,SRR16805524
SRR16805525,1,SRR16805525
SRR16805526,1,SRR16805526
SRR16805527,1,SRR16805527
SRR16805528,1,SRR16805528
SRR16805529,1,SRR16805529
SRR16805530,1,SRR16805530
SRR16805531,1,SRR16805531
SRR16805532,1,SRR16805532
SRR16805533,1,SRR16805533
SRR16805534,1,SRR16805534
SRR16805535,1,SRR16805535
SRR16805536,1,SRR16805536
SRR16805537,1,SRR16805537
