Run,Tag,Group
SRR12147642,1,SRR12147642
SRR12147643,1,SRR12147643
SRR12147644,1,SRR12147644
SRR12147645,1,SRR12147645
SRR12147646,1,SRR12147646
SRR12147647,1,SRR12147647
SRR12147648,0,SRR12147648
SRR12147649,0,SRR12147649
SRR12147650,0,SRR12147650
SRR12147651,0,SRR12147651
SRR12147652,0,SRR12147652
SRR12147653,0,SRR12147653
SRR12147654,0,SRR12147654
SRR12147655,0,SRR12147655
SRR12147656,0,SRR12147656
SRR12147657,0,SRR12147657
SRR12147658,1,SRR12147658
SRR12147659,0,SRR12147659
SRR12147660,0,SRR12147660
SRR12147661,0,SRR12147661
SRR12147662,0,SRR12147662
SRR12147663,0,SRR12147663
SRR12147664,0,SRR12147664
SRR12147665,0,SRR12147665
SRR12147666,0,SRR12147666
SRR12147667,0,SRR12147667
SRR12147668,0,SRR12147668
SRR12147669,1,SRR12147669
SRR12147670,1,SRR12147670
SRR12147671,1,SRR12147671
SRR12147672,1,SRR12147672
SRR12147673,1,SRR12147673
SRR12147674,1,SRR12147674
SRR12147675,1,SRR12147675
SRR12147676,1,SRR12147676
SRR12147677,1,SRR12147677
SRR12147678,1,SRR12147678
SRR12147679,1,SRR12147679
SRR12147680,1,SRR12147680
SRR12147681,1,SRR12147681
SRR6477642,1,SRR6477642
SRR6477643,0,SRR6477643
SRR6477644,0,SRR6477644
SRR6477645,0,SRR6477645
SRR6477646,0,SRR6477646
SRR6477647,0,SRR6477647
SRR6477648,0,SRR6477648
SRR6477649,1,SRR6477649
SRR6477650,1,SRR6477650
SRR6477651,1,SRR6477651
SRR6477652,1,SRR6477652
SRR6477653,1,SRR6477653
SRR6477654,1,SRR6477654
SRR6477655,1,SRR6477655
SRR6477656,1,SRR6477656
SRR6477657,1,SRR6477657
SRR6477658,1,SRR6477658
SRR6477659,1,SRR6477659
SRR6477660,1,SRR6477660
SRR6477661,1,SRR6477661
SRR6477662,1,SRR6477662
SRR6477663,1,SRR6477663
SRR6477664,1,SRR6477664
SRR6477665,1,SRR6477665
SRR6477666,1,SRR6477666
SRR6477667,1,SRR6477667
SRR6477668,1,SRR6477668
SRR6477669,1,SRR6477669
SRR6477670,1,SRR6477670
SRR6477671,0,SRR6477671
SRR6477672,1,SRR6477672
